content,score,at,clean_no_stem,clean_stem,skor_base,label_base,skor_domain,label_domain,label,split
game gjls,1,2026-07-25 06:08:42,game gjls,game gjls,2.0,Positif,2.0,Positif,Positif,train
game nya bagus dari pada game fre fire udah ngga ada pintu dan burik lebih baik main mobi legend,5,2026-07-25 06:07:23,game nya bagus game fre fire udah ngga pintu burik lebih baik main mobi legend,game nya bagus game fre fire udah ngga pintu burik lebih baik main mob legend,3.0,Positif,8.0,Positif,Positif,train
game kok pelit sama player sendiri 1 bintang lagi dikasih nya musuh yg susah sama team beban monton b4b| GK mau lagi aku main game kayak gini monton kikir 1 bintang,1,2026-07-25 06:06:22,game kok pelit sama player sendiri bintang dikasih nya musuh susah sama team beban moonton b b tidak mau aku main game kayak gini moonton kikir bintang,game kok pelit sama player sendiri bintang kasih nya musuh susah sama team beban moonton b b tidak mau aku main game kayak gin moonton kikir bintang,-10.0,Negatif,-10.0,Negatif,Negatif,test
"sebenernya game nya bagus aja sih, CUMAN KENAPA LOSE STREAK MULU YA? KALAH MULU WS CUMA 6 KALAH NYA 10 KALI TOLONG YA KASIH TIM YANG BENER",2,2026-07-25 06:06:10,sebenernya game nya bagus aja sih cuman lose streak mulu kalah mulu winstreak cuma kalah nya kali kasih tim bener,sebenernya game nya bagus aja sih cuman lose streak mulu kalah mulu winstreak cuma kalah nya kali kasih tim bener,-9.0,Negatif,-4.0,Negatif,Negatif,train
"game nya bagus, tapi gak tau ini kenapa setiap kali bermain solo itu dapet musuh yg kompak, sedangkan teman satu tim kayak orang baru main, dan saya selalu kalah gara-gara dapet teman satu tim yang kayak gitu, kayak gak adil aja anda memberi kami tim seperti itu",3,2026-07-25 06:01:58,game nya bagus tidak tau kali bermain solo dapet musuh kompak teman satu tim kayak orang baru main selalu kalah gara gara dapet teman satu tim kayak gitu kayak tidak adil aja memberi tim,game nya bagus tidak tau kali main solo dapet musuh kompak teman satu tim kayak orang baru main selalu kalah gara gara dapet teman satu tim kayak gitu kayak tidak adil aja beri tim,-33.0,Negatif,-28.0,Negatif,Negatif,test
kecewa banget kan game nya invalid ada yang afk di tim terus suren ko bintang saya hilang harus nya yang afk bukan saya males banget main game ini lagi,1,2026-07-25 06:01:14,kecewa banget kan game nya invalid afk tim terus suren ko bintang hilang nya afk bukan males banget main game,kecewa banget kan game nya invalid afk tim terus suren ko bintang hilang nya afk bukan males banget main game,-3.0,Negatif,-7.0,Negatif,Negatif,train
niatnya mau main game ini buat rilekskan diri tapi malah bikin stress sinyalnya gampang ngeleg terus dapat tim dark sistem tim bot cuma bikin tambah stress,1,2026-07-25 06:01:04,niatnya mau main game buat rilekskan diri malah bikin stress sinyalnya gampang ngeleg terus tim dark sistem tim bot cuma bikin tambah stress,niat mau main game buat rileks diri malah bikin stress sinyal gampang ngeleg terus tim dark sistem tim bot cuma bikin tambah stress,-17.0,Negatif,-17.0,Negatif,Negatif,train
game nya ramah ngak bikin stres☺️,5,2026-07-25 06:00:05,game nya ramah ngak bikin stres emoji_lain,game nya ramah ngak bikin stres emoji_lain,0.0,Positif,0.0,Positif,Positif,train
"tolong moonton musnahkan orang-orang yang main nya tidak serius, kebanyakan yang main cuman mati-mati dan tidak membantu, saya dari rank legend turun ke grand master, bikin game yang betul dikit la",1,2026-07-25 05:59:25,moonton musnahkan orang orang main nya tidak serius kebanyakan main cuman mati mati tidak membantu rank legend turun grand master bikin game betul dikit la,moonton musnah orang orang main nya tidak serius banyak main cuman mati mati tidak bantu rank legend turun grand master bikin game betul dikit la,-12.0,Negatif,-12.0,Negatif,Negatif,test
gimana sih dah tau masih pemula dah langsung di kasih lawan dah kaya lawan imortal mana gak adil banget lagi toxsik,1,2026-07-25 05:57:55,gimana sih tau pemula langsung kasih lawan kaya lawan imortal mana tidak adil banget toxsik,gimana sih tau mula langsung kasih lawan kaya lawan imortal mana tidak adil banget toxsik,-11.0,Negatif,-11.0,Negatif,Negatif,train
game nya hama sering ngelag pakek kuota apalagi pas full kuotanya banyak citer nya juga di biarin,1,2026-07-25 05:56:49,game nya hama sering ngelag pakek kuota pas full kuotanya banyak cheater nya biarin,game nya hama sering ngelag pakek kuota pas full kuota banyak cheater nya biarin,0.0,Negatif,-7.0,Negatif,Negatif,test
𝐠𝐚𝐦𝐞 𝐲𝐚𝐧𝐠 𝐬𝐚𝐧𝐠𝐚𝐭 𝐭𝐢𝐝𝐚𝐤 𝐚𝐝𝐢𝐥 𝐲𝐚𝐧𝐠 𝐬𝐞𝐥𝐚𝐥𝐮 𝐝𝐢 𝐤𝐚𝐬𝐢𝐡 𝐤𝐞𝐤𝐚𝐥𝐚𝐡𝐚𝐧 𝐛𝐞𝐫𝐮𝐧𝐭𝐮𝐧 𝐭𝐞𝐫𝐤𝐚𝐝𝐚𝐧𝐠 𝐦𝐞𝐧𝐝𝐚𝐩𝐚𝐭𝐤𝐚𝐧 𝐦𝐮𝐬𝐮𝐡 𝐲𝐚𝐧𝐠 𝐥𝐞𝐛𝐢𝐡 𝐣𝐚𝐠𝐨 𝐭𝐚𝐩𝐢 𝐭𝐢𝐦 𝐬𝐚𝐲𝐚 𝐦𝐞𝐧𝐝𝐚𝐩𝐚𝐭 𝐭𝐢𝐦 𝐲𝐚𝐧𝐠 𝐭𝐢𝐝𝐚𝐤 𝐛𝐢𝐬𝐚 𝐦𝐚𝐢𝐧 𝐜𝐨𝐛𝐚 𝐝𝐢 𝐩𝐞𝐫𝐡𝐚𝐭𝐢𝐤𝐚𝐧 𝐥𝐚𝐠𝐢 𝐬𝐢𝐬𝐭𝐞𝐦 𝐲𝐚 𝐦𝐨𝐧𝐧𝐭𝐨𝐧 𝐦𝐢𝐧𝐢𝐦𝐚𝐥 𝐤𝐚𝐬𝐢𝐡 𝐥𝐚𝐰𝐚𝐧 𝐲𝐚𝐧𝐠 𝐬𝐞𝐬𝐮𝐚𝐢 𝐝𝐞𝐧𝐠𝐚𝐧 𝐫𝐚𝐧𝐠 𝐚𝐣𝐚 𝐛𝐢𝐚𝐫 𝐥𝐞𝐛𝐢𝐡 𝐬𝐞𝐢𝐦𝐛𝐚𝐧𝐠,1,2026-07-25 05:56:37,game sangat tidak adil selalu kasih kekalahan beruntun terkadang mendapatkan musuh lebih jago tim mendapat tim tidak main coba perhatikan sistem monnton minimal kasih lawan sesuai rang aja lebih seimbang,game sangat tidak adil selalu kasih kalah untun terkadang dapat musuh lebih jago tim dapat tim tidak main coba perhati sistem monnton minimal kasih lawan sesuai rang aja lebih imbang,-21.0,Negatif,-21.0,Negatif,Negatif,train
game buruk..bukannya ngurangin stres malah tambah stressss hadeeh,1,2026-07-25 05:56:31,game buruk bukannya ngurangin stres malah tambah stress hadeeh,game buruk bukan ngurangin stres malah tambah stress hadeeh,-12.0,Negatif,-12.0,Negatif,Negatif,train
gak jelas ketemu nya tim gak jelas gak setara timnya,1,2026-07-25 05:55:18,tidak jelas ketemu nya tim tidak jelas tidak setara timnya,tidak jelas ketemu nya tim tidak jelas tidak tara tim,-16.0,Negatif,-16.0,Negatif,Negatif,test
bosan ya main gams ml,5,2026-07-25 05:54:43,bosan main gams ml,bosan main gams ml,0.0,Positif,0.0,Positif,Positif,train
GAME TAEKKK,1,2026-07-25 05:54:21,game taekk,game taekk,2.0,Positif,2.0,Positif,Positif,train
"game nya aneh, taman yg dikasi gk benar semua dan banyak dark sistem nya",1,2026-07-25 05:53:35,game nya aneh taman dikasi tidak benar semua banyak dark sistem nya,game nya aneh taman kasi tidak benar semua banyak dark sistem nya,-7.0,Negatif,-7.0,Negatif,Negatif,train
"tambah parah terlalu sering lag padahal jaringan bagus, lebih banyak dapat team tidak seimbang dengan team lawan atau mungkin dari sistemnya sudah di seting biar lebih sering kalah",1,2026-07-25 05:53:21,tambah parah terlalu sering lag padahal jaringan bagus lebih banyak team tidak seimbang team lawan mungkin sistemnya seting lebih sering kalah,tambah parah terlalu sering lag padahal jaring bagus lebih banyak team tidak imbang team lawan mungkin sistem ting lebih sering kalah,-11.0,Negatif,-9.0,Negatif,Negatif,test
ayolah cuman main game malah dikasih kalah 4 lagi cuman nyobain 1 hero ngapa kasih kalah,1,2026-07-25 05:53:07,ayolah cuman main game malah dikasih kalah cuman nyobain hero ngapa kasih kalah,ayo cuman main game malah kasih kalah cuman nyobain hero ngapa kasih kalah,-3.0,Negatif,-3.0,Negatif,Negatif,train
mantap tapi mines nya pas saya ulang tahun tidak di rayakan,5,2026-07-25 05:52:28,mantap mines nya pas ulang tahun tidak rayakan,mantap mes nya pas ulang tahun tidak raya,3.0,Positif,3.0,Positif,Positif,train
seru banget permainan nya,5,2026-07-25 05:52:13,seru banget permainan nya,seru banget main nya,1.0,Positif,4.0,Positif,Positif,train
saya sering main ini game nya seru bisa Mabar juga pokok nya bintang 5 untuk ini deh,5,2026-07-25 05:52:01,sering main game nya seru mabar pokok nya bintang deh,sering main game nya seru mabar pokok nya bintang deh,5.0,Positif,8.0,Positif,Positif,train
gw lagi war tiba tiba ke relog cok game apalah jadi ke comeback kan gw ini gw ngetik sambil nge rank,4,2026-07-25 05:50:07,war tiba tiba relog cok game apalah jadi comeback kan ngetik nge rank,war tiba tiba relog cok game apa jadi comeback kan ngetik nge rank,-3.0,Negatif,-3.0,Negatif,Negatif,train
banyak drak sistem mohon ya moonton,1,2026-07-25 05:49:31,banyak drak sistem mohon moonton,banyak drak sistem mohon moonton,-4.0,Negatif,-4.0,Negatif,Negatif,train
game nya seru sekali tapi grafiknya bisa diatur ga,5,2026-07-25 05:49:18,game nya seru sekali grafiknya diatur tidak,game nya seru sekali grafik atur tidak,-4.0,Negatif,-1.0,Negatif,Negatif,train
bagus tapi sering kalah mulu tolong moonton kasih tim yang bagus,1,2026-07-25 05:49:13,bagus sering kalah mulu moonton kasih tim bagus,bagus sering kalah mulu moonton kasih tim bagus,-7.0,Negatif,3.0,Positif,Positif,train
moonton kenapa kita selalu kalah lu pilih kasih gua menang sampe legend 1 atau gua rating bintang 1 sama gua hapus mobile legend,5,2026-07-25 05:45:13,moonton selalu kalah kamu pilih kasih menang sampe legend rating bintang sama hapus mobile legend,moonton selalu kalah kamu pilih kasih menang sampe legend rating bintang sama hapus mobile legend,-6.0,Negatif,-2.0,Negatif,Negatif,test
"Saya tidak menyikai game ini karna diberi dark sistem, musuh selalu pro tapi tim bodoh kayak bot, buat apa dimainkan kalo dikasih dark sistem terus, baru belajar aja dikasih musuh sulit, bagi saya ini game tidak adil dn bikin emosi saja",1,2026-07-25 05:44:56,tidak menyikai game diberi dark sistem musuh selalu pro tim bodoh kayak bot buat apa dimainkan kalau dikasih dark sistem terus baru belajar aja dikasih musuh sulit game tidak adil dn bikin emosi,tidak sikai game beri dark sistem musuh selalu pro tim bodoh kayak bot buat apa main kalau kasih dark sistem terus baru ajar aja kasih musuh sulit game tidak adil dn bikin emosi,-28.0,Negatif,-28.0,Negatif,Negatif,train
Game ini sangat bagus cocok di main kan saat lagi stres biar makin stress🗿,5,2026-07-25 05:43:01,game sangat bagus cocok main kan stres makin stress emoji_netral,game sangat bagus cocok main kan stres makin stress emoji_netral,-8.0,Negatif,-3.0,Negatif,Negatif,train
bagus evek Hero nya itu lumayan tebel dan gem play nya itu evek nya pas hancurin tured juga tebel,5,2026-07-25 05:42:20,bagus evek hero nya lumayan tebel gem play nya evek nya pas hancurin tured tebel,bagus evek hero nya lumayan tebel gem play nya evek nya pas hancurin tured tebel,0.0,Positif,5.0,Positif,Positif,train
gila gue di kasih dark sistem terus game macam apa ini comentar saat main di mute tiap main di kasih dark sistem weiii orang main gema cari hiburan bukan mau jadi gila,1,2026-07-25 05:41:50,gila kasih dark sistem terus game macam apa comentar main mute tiap main kasih dark sistem weii orang main gema cari hiburan bukan mau jadi gila,gila kasih dark sistem terus game macam apa comentar main mute tiap main kasih dark sistem weii orang main gema cari hibur bukan mau jadi gila,-29.0,Negatif,-29.0,Negatif,Negatif,test
PERMAINAN YANG BAGUS CUMA BAYAK DRAKSISTEM BERKILIARAN DI EPIK SETELAH RESET SESON,1,2026-07-25 05:40:50,permainan bagus cuma bayak draksistem berkiliaran epik reset seson,main bagus cuma bayak draksistem berkiliaran epik reset seson,-5.0,Negatif,0.0,Negatif,Negatif,train
"machtmaking gamenya aneh, selalu 1 tim dengan akun yang tidak jelas sangat merugikan.",1,2026-07-25 05:38:40,machtmaking gamenya aneh selalu tim akun tidak jelas sangat merugikan,machtmaking gamenya aneh selalu tim akun tidak jelas sangat rugi,-9.0,Negatif,-9.0,Negatif,Negatif,test
game sampah timnya dark sistem semua,2,2026-07-25 05:38:27,game sampah timnya dark sistem semua,game sampah tim dark sistem semua,-9.0,Negatif,-9.0,Negatif,Negatif,train
seru asalkan GK ketemu dark system,5,2026-07-25 05:37:56,seru asalkan tidak ketemu dark system,seru asal tidak ketemu dark system,-6.0,Negatif,-3.0,Negatif,Negatif,train
Game nya buruk sistem matchmaking sampah masa gw mau ngepush tim gw isinya bocah legend padahal gw rank nya mythic ke atas apa apaan nih game sistem matchmaking lol game ampas semakin kesini matchmaking nya berat sebelah,1,2026-07-25 05:37:08,game nya buruk sistem matchmaking sampah masa mau ngepush tim isinya bocah legend padahal rank nya mythic atas apa apaan nih game sistem matchmaking lol game ampas semakin kesini matchmaking nya berat sebelah,game nya buruk sistem matchmaking sampah masa mau ngepush tim isi bocah legend padahal rank nya mythic atas apa apa nih game sistem matchmaking lol game ampas makin kesini matchmaking nya berat belah,-27.0,Negatif,-27.0,Negatif,Negatif,train
game tuempeeeeek,1,2026-07-25 05:36:48,game tuempeek,game tuempeek,2.0,Positif,2.0,Positif,Positif,train
thanks moonton udah bikin gua naik honor walaupun habis itu kalah 20 kali,1,2026-07-25 05:35:58,thanks moonton udah bikin naik honor walaupun habis kalah kali,thanks moonton udah bikin naik honor walaupun habis kalah kali,0.0,Negatif,0.0,Negatif,Negatif,train
makasih ya moonton gw ga dikasih hoki gaca tas tas ga dpt dpt tim kaya anji hoki kaga pernah ini aku kasih bintang 5 karna gamenya kek ajg,5,2026-07-25 05:35:18,makasih moonton tidak dikasih hoki gaca tas tas tidak tim kaya anji hoki tidak pernah aku kasih bintang gamenya kek ajg,makasih moonton tidak kasih hoki gaca tas tas tidak tim kaya anji hoki tidak pernah aku kasih bintang gamenya kek ajg,-7.0,Negatif,-7.0,Negatif,Negatif,train
bagus sekali cokk,5,2026-07-25 05:33:23,bagus sekali cokk,bagus sekali cokk,-3.0,Negatif,2.0,Positif,Positif,train
"game player bocah,darksystem mulu",1,2026-07-25 05:33:16,game player bocah darksystem mulu,game player bocah darksystem mulu,3.0,Positif,3.0,Positif,Positif,test
"game dark sistem game babi, solo player di gabungin sama skuad2 tolol",1,2026-07-25 05:30:56,game dark sistem game babi solo player gabungin sama skuad tolol,game dark sistem game babi solo player gabungin sama skuad tolol,-4.0,Negatif,-4.0,Negatif,Negatif,train
bagus banget TPI byk chiter,1,2026-07-25 05:26:05,bagus banget tpi byk chiter,bagus banget tpi byk chiter,-1.0,Negatif,4.0,Positif,Positif,train
banyakin skin gratisan dan kalo bisa ubah desain baru pada area pertandingan nya misal ada gubuk yg bisa di hancurkan ada barang yg bisa di ambil kaya di ff,3,2026-07-25 05:25:24,banyakin skin gratisan kalau ubah desain baru area pertandingan nya misal gubuk hancurkan barang ambil kaya ff,banyakin skin gratis kalau ubah desain baru area tanding nya misal gubuk hancur barang ambil kaya ff,-4.0,Negatif,-4.0,Negatif,Negatif,train
"tolong perbaiki sistem matchmakingnya, baru winstreak 3 kali langsung dikasih tim bot dan ga bisa main, dikira kita bisa gendong apa? pdhl kita jga performa mainnya tergantung tim tp mlh dikasih tim yg ga bisa main, dan knp cm dikasih maksimal 3 kali winstreak utk player solo? tolong pengertiannya utk player solo dikasih tim yg bener, setidaknya seimbang sama tim musuh, ini mlh dikasih tim yg bener' baru main ml bhkn cm pny 3 hero disuruh roam mlh pick nana dan musuhnya high ranked, ga adil🤢",1,2026-07-25 05:25:22,perbaiki sistem matchmakingnya baru winstreak kali langsung dikasih tim bot tidak main dikira gendong apa pdhl jga performa mainnya tergantung tim mlh dikasih tim tidak main cm dikasih maksimal kali winstreak player solo pengertiannya player solo dikasih tim bener seimbang sama tim musuh mlh dikasih tim bener baru main ml bhkn cm pny hero disuruh roam mlh pick nana musuhnya high ranked tidak adil emoji_negatif,baik sistem matchmakingnya baru winstreak kali langsung kasih tim bot tidak main kira gendong apa pdhl jga performa main gantung tim mlh kasih tim tidak main cm kasih maksimal kali winstreak player solo erti player solo kasih tim bener imbang sama tim musuh mlh kasih tim bener baru main ml bhkn cm pny hero suruh roam mlh pick nana musuh high ranked tidak adil emoji_negatif,-28.0,Negatif,-28.0,Negatif,Negatif,test
Bagus cuman saya pakai hp kentang,5,2026-07-25 05:25:09,bagus cuman pakai handphone kentang,bagus cuman pakai handphone kentang,-2.0,Negatif,3.0,Positif,Positif,test
game nya aneh monton saya lagi mesmeki pas banget ada notifikasi yang penting saya pencet buat Ngebales pesan terus tersebut Balum ada 1 menit pas saya mau masuk lagi ke gem nya nyetak di logo saya udah coba buat login kembali tetapi tida bisa,2,2026-07-25 05:23:58,game nya aneh moonton mesmeki pas banget notifikasi penting pencet buat ngebales pesan terus tersebut balum menit pas mau masuk gem nya nyetak logo udah coba buat login tida,game nya aneh moonton mesmeki pas banget notifikasi penting pencet buat ngebales pesan terus sebut balum menit pas mau masuk gem nya nyetak logo udah coba buat login tida,9.0,Positif,9.0,Positif,Positif,train
"game rusak,game penambah stres bukan penghilang,jangan mau main game kek t4l ini jangan mau,bahkan kalo diajak temen kalian mau jago maupun gak ,sama aja game rusak ini emang",1,2026-07-25 05:21:17,game rusak game penambah stres bukan penghilang jangan mau main game kek t l jangan mau bahkan kalau diajak temen kalian mau jago maupun tidak sama aja game rusak emang,game rusak game tambah stres bukan hilang jangan mau main game kek t l jangan mau bahkan kalau ajak temen kalian mau jago maupun tidak sama aja game rusak emang,-15.0,Negatif,-15.0,Negatif,Negatif,train
jngn main ni game klo dah epic musuhnya ga seimbang bikin stres masa ngepush rang 4 hari berturut² malah naik 1 bintang.dan kita main 1 kali menang 5 kali kalah jngn deh,1,2026-07-25 05:21:09,jngn main ni game kalau epic musuhnya tidak seimbang bikin stres masa ngepush rang hari berturut malah naik bintang main kali menang kali kalah jngn deh,jngn main ni game kalau epic musuh tidak imbang bikin stres masa ngepush rang hari turut malah naik bintang main kali menang kali kalah jngn deh,-15.0,Negatif,-11.0,Negatif,Negatif,test
game aneh ngasi tim anomali mulu,1,2026-07-25 05:20:19,game aneh ngasi tim anomali mulu,game aneh ngasi tim anomali mulu,-1.0,Negatif,-1.0,Negatif,Negatif,train
game bagus 🗿,5,2026-07-25 05:20:05,game bagus emoji_netral,game bagus emoji_netral,0.0,Positif,5.0,Positif,Positif,train
"gatau, pokoknya ga direkomendasiin buat orang yg cepet marah/ ga sabaran.",1,2026-07-25 05:19:34,gatau pokoknya tidak direkomendasiin buat orang cepet marah tidak sabaran,gatau pokok tidak direkomendasiin buat orang cepet marah tidak sabar,-16.0,Negatif,-16.0,Negatif,Negatif,train
"gimana sih ml sekarang setiap habis winstrek sinyal gwe bug merah terus jadinya kalah ,,perbaiki lagi moonton",2,2026-07-25 05:18:48,gimana sih ml sekarang habis winstrek sinyal gwe bug merah terus jadinya kalah perbaiki moonton,gimana sih ml sekarang habis winstrek sinyal gwe bug merah terus jadi kalah baik moonton,-3.0,Negatif,-5.0,Negatif,Negatif,train
enak game nya tapi rada leg dikit kasih ws bos Monton,5,2026-07-25 05:18:39,enak game nya rada leg dikit kasih winstreak bos moonton,enak game nya rada leg dikit kasih winstreak bos moonton,3.0,Positif,5.0,Positif,Positif,train
game gak jelas gak menarik tidak disarankan untuk di download game ini merusak psikologi manusia game sesat saat ini dan di besar besarkan oleh media yg populer yak tiktok atau disebut apk sarang monyet dan untuk developer playstore game ini seharusnya dibanned dari situs ini dan menyebab kan anak anak gangguan,1,2026-07-25 05:18:32,game tidak jelas tidak menarik tidak disarankan download game merusak psikologi manusia game sesat besar besarkan media populer yak tiktok disebut apk sarang monyet developer playstore game dibanned situs menyebab kan anak anak gangguan,game tidak jelas tidak tarik tidak saran download game rusak psikologi manusia game sesat besar besar media populer yak tiktok sebut apk sarang monyet developer playstore game dibanned situs sebab kan anak anak ganggu,-9.0,Negatif,-9.0,Negatif,Negatif,train
"sangat seru banyak dark sistem, orang ngetroll , bucin, dll apa lagi main sendiri layak untuk dapat bintang 1 👍👍👍jangan lupa liat map👍👍👍",1,2026-07-25 05:18:17,sangat seru banyak dark sistem orang ngetroll bucin apa main sendiri layak bintang jangan lupa liat map emoji_positif emoji_positif emoji_positif emoji_positif emoji_positif emoji_positif,sangat seru banyak dark sistem orang ngetroll bucin apa main sendiri layak bintang jangan lupa liat map emoji_positif emoji_positif emoji_positif emoji_positif emoji_positif emoji_positif,-14.0,Negatif,-11.0,Negatif,Negatif,train
ga ga jelas kasih tim dongo semua,1,2026-07-25 05:12:23,tidak tidak jelas kasih tim dongo semua,tidak tidak jelas kasih tim dongo semua,-4.0,Negatif,-4.0,Negatif,Negatif,train
dark sistem 😹 aku udah gendong tapi timnya tolong bagi dengan merata masa kalah 20 lebih menang cuman 1-2 tambahin aja losetreak nya biar banyak yang pensi,1,2026-07-25 05:11:37,dark sistem aku udah gendong timnya merata masa kalah lebih menang cuman tambahin aja losetreak nya banyak pensi emoji_netral,dark sistem aku udah gendong tim rata masa kalah lebih menang cuman tambahin aja losetreak nya banyak pensi emoji_netral,-5.0,Negatif,-1.0,Negatif,Negatif,train
musuh terlalu susah cokkkkkk,1,2026-07-25 05:11:20,musuh terlalu susah cokk,musuh terlalu susah cokk,-10.0,Negatif,-10.0,Negatif,Negatif,train
"lama ngga main, sekalinya main isinya bot,musuh ga imbang sama musuh",1,2026-07-25 05:10:34,lama ngga main sekalinya main isinya bot musuh tidak imbang sama musuh,lama ngga main sekali main isi bot musuh tidak imbang sama musuh,-17.0,Negatif,-17.0,Negatif,Negatif,test
ngasih tim nya kagak pernah adil,1,2026-07-25 05:10:10,ngasih tim nya kagak pernah adil,ngasih tim nya kagak pernah adil,-5.0,Negatif,-5.0,Negatif,Negatif,train
bagus menang dikit langsung dikasih tim yang keren. sampai saya lose ts 6 kali,5,2026-07-25 05:08:40,bagus menang dikit langsung dikasih tim keren lose ts kali,bagus menang dikit langsung kasih tim keren lose ts kali,-6.0,Negatif,7.0,Positif,Positif,train
game temendil emang,5,2026-07-25 05:07:36,game temendil emang,game temendil emang,2.0,Positif,2.0,Positif,Positif,train
COMING SOON 3.5,1,2026-07-25 05:07:01,coming soon,coming soon,0.0,Negatif,0.0,Negatif,Negatif,train
serruuuuuuuu bgttttt,5,2026-07-25 05:05:24,serruu bgtt,serruu bgtt,0.0,Positif,0.0,Positif,Positif,train
mantap tapi bikin HP saya lag mlu,4,2026-07-25 05:05:15,mantap bikin handphone lag mlu,mantap bikin handphone lag mlu,5.0,Positif,2.0,Positif,Positif,train
saya suka game nya Hero nya bagus bagus,5,2026-07-25 05:03:15,suka game nya hero nya bagus bagus,suka game nya hero nya bagus bagus,0.0,Positif,10.0,Positif,Positif,train
kok bisa ya ping/jaringan sering jadi merah gak boleh jalan lagi dan juga kalau gak login 3 hari pun langsung mengunduh data tolong lagi di perbaiki:(,2,2026-07-25 05:02:08,kok ping jaringan sering jadi merah tidak jalan kalau tidak login hari langsung mengunduh data perbaiki,kok ping jaring sering jadi merah tidak jalan kalau tidak login hari langsung unduh data baik,-9.0,Negatif,-9.0,Negatif,Negatif,train
"woi moonton, itu tolong sepatu encourage di fix minimal kalau Nerima damage baru dapet assist. ini gua barusan main ketemu khufra ULTI gak kena kena dapet assist cuma dari encourage, kalau lu mikir dia berjasa karena maju ya udah tugas badan dia maju karena paling susah mati. gua main jung udah outplay sana sini objektif dapet steal turtel, turret gua, demeg paling banyak gua. yang mvp malah khufra yang dapet asis dari gua yang ngedemeg kagak Nerima kagak, mindset nya yang penting bareng.",1,2026-07-25 05:01:45,woi moonton sepatu encourage fix minimal kalau nerima damage baru dapet assist barusan main ketemu khufra ulti tidak kena kena dapet assist cuma encourage kalau kamu mikir berjasa maju udah tugas badan maju paling susah mati main jung udah outplay sana sini objektif dapet steal turtel turret demeg paling banyak mvp malah khufra dapet asis ngedemeg kagak nerima kagak mindset nya penting bareng,woi moonton sepatu encourage fix minimal kalau nerima damage baru dapet assist barusan main ketemu khufra ulti tidak kena kena dapet assist cuma encourage kalau kamu mikir jasa maju udah tugas badan maju paling susah mati main jung udah outplay sana sini objektif dapet steal turtel turret deg paling banyak mvp malah khufra dapet asis ngedemeg kagak nerima kagak mindset nya penting bareng,-9.0,Negatif,-9.0,Negatif,Negatif,train
saran moonton buat yang main solo tolong jangan di kasih tim rondom yg ampas terus di situ kan ada winrate nah sesuaikan dengan winratenya jgn asal comot aja bodoh banget ngelolanya jgn mau untungnya aja,1,2026-07-25 05:01:32,saran moonton buat main solo jangan kasih tim rondom ampas terus situ kan winrate nah sesuaikan winratenya jangan asal comot aja bodoh banget ngelolanya jangan mau untungnya aja,saran moonton buat main solo jangan kasih tim rondom ampas terus situ kan winrate nah sesuai winratenya jangan asal comot aja bodoh banget ngelolanya jangan mau untung aja,-20.0,Negatif,-20.0,Negatif,Negatif,train
game seru jika menang jika kalah banting hape,4,2026-07-25 05:01:17,game seru menang kalah banting hape,game seru menang kalah banting hape,-5.0,Negatif,2.0,Positif,Positif,train
woy moonton kalo ngasih tim tuh yang bener yang bisa lihat maps,3,2026-07-25 05:00:45,woy moonton kalau ngasih tim tuh bener lihat maps,woy moonton kalau ngasih tim tuh bener lihat maps,1.0,Positif,1.0,Positif,Positif,train
Game ini sangat seru,5,2026-07-25 05:00:42,game sangat seru,game sangat seru,0.0,Positif,3.0,Positif,Positif,train
"cobak kalo tinggal satu bintang lagi tu jangan kasih musuh yang imo atau yang pake chit,cuma saya kasi h bintang 3 lh setiap ketemu musuh kalo GK pake chit ya partian imo , GK tu jaringan nya ngeleg parah",3,2026-07-25 04:59:25,cobak kalau tinggal satu bintang tu jangan kasih musuh imo pake chit cuma kasi h bintang lh ketemu musuh kalau tidak pake chit partian imo tidak tu jaringan nya ngeleg parah,cobak kalau tinggal satu bintang tu jangan kasih musuh imo pake chit cuma kasi h bintang lh ketemu musuh kalau tidak pake chit partian imo tidak tu jaring nya ngeleg parah,-35.0,Negatif,-35.0,Negatif,Negatif,test
"game nya bagus cuman aga ngeleg,dan aga banyak bug",4,2026-07-25 04:58:39,game nya bagus cuman aga ngeleg aga banyak bug,game nya bagus cuman aga ngeleg aga banyak bug,0.0,Positif,3.0,Positif,Positif,test
"bagi teman teman harap untuk tidak download game ini karena dalam pertandingan mengenai tim itu sudah di atur oleh moonton,jadi bagi teman yg pernah bermain game ini pasti pernah ngerasa di kasih musuh yg sangat hebat dan teman kita afk atau server kita mendadak jelek itu kareba moonton yg ngatur,harap teman teman jngan download game ini kerna tjuan bermain game untuk bersenang senang dan kebebsan bukan untuk di atur mengenai tim,ingat moonton itu curang jngan download dan uninstal game ini",3,2026-07-25 04:58:30,teman teman harap tidak download game pertandingan mengenai tim atur moonton jadi teman pernah bermain game pernah ngerasa kasih musuh sangat hebat teman afk server mendadak jelek kareba moonton ngatur harap teman teman jngan download game kerna tjuan bermain game bersenang senang kebebsan bukan atur mengenai tim ingat moonton curang jngan download uninstal game,teman teman harap tidak download game tanding kena tim atur moonton jadi teman pernah main game pernah ngerasa kasih musuh sangat hebat teman afk server dadak jelek kareba moonton ngatur harap teman teman jngan download game kerna tjuan main game senang senang kebebsan bukan atur kena tim ingat moonton curang jngan download uninstal game,-24.0,Negatif,-26.0,Negatif,Negatif,train
