content,score,at
"game yang bagus dan seru, tapi match making nya kadang tidak seimbang, dan banyak player yang melakukan troll tolong tindak player yang melakukan troll dengan lebih keras, dan buat match making nya lebih seimbang, di mode MRO lebih baik Avatar player disembunyikan, pengalaman saya bertemu orang yang sama di MRO hero power saya di ban karena lawan sudah melihat kemampuan saya di game sebelumnya. Terimakasih",5,2026-07-26 11:43:58
lumayan tapi bayak yang trol,4,2026-07-26 11:42:51
tolong monton tim oon tambah GK tau main di banned aja dari game udah jadi dark sistem,2,2026-07-26 11:41:00
"agak agak susah ya, aku juga liat orang orang stuk di epic, tapi overall seru, buat isi waktu luang❤️",4,2026-07-26 11:40:52
"wow bagus banget...paling paling muak pas di rank epic,ls terus ls 3 kali ws 1 kali doang!! please...ini game bagus banget cuma bikin tambah stres aja",5,2026-07-26 11:40:03
gem tak jelas setiap orang mau naik dia malah turun kan lagi tambah kawan yang entah kayak mana sark sistem nya sedang kan lawan nya kayak semua top player ples geleg parah hapus aja gem ni dari pelestor,1,2026-07-26 11:38:55
game tai,1,2026-07-26 11:38:21
menyerukan dan bikin gak bosen,5,2026-07-26 11:37:16
aku kurang suka sama mode rank pdhl jaringan ijo tpi pas ada musuh lag bgt pdhl udah lancar jaringan nya pas lgi war lag bgt giliran mode brawl sama cl lancar sehat walafiat mohon diperbaiki ya MONTOON jangan pilih kasih mode,3,2026-07-26 11:36:39
nyesel download,1,2026-07-26 11:35:42
kurangin bikin gw naik turu,4,2026-07-26 11:35:15
"game SAMPAH main game bukan nya buat hiburan malah setres, matchmaking tidak seimbang",1,2026-07-26 11:34:23
waktu loading screen susah banget sering ngeleg padahal jaringan full memori udh di bersihin ttp aja ngeleg,1,2026-07-26 11:32:35
1 bintang lagi mau mytik malah di kasih tim yg tolol jadi gagal mytik moonton sengaja ya😭,1,2026-07-26 11:31:50
game Nia bagus banget bisa menjadi rekomendasi sat lagi kesepian,5,2026-07-26 11:31:48
game seru tapi harus di warrior sampai grandmaster,5,2026-07-26 11:30:16
game nya lumayan bagus tapi game ini semakin berat grafik nya untuk hp kentang,4,2026-07-26 11:30:01
jujur game ini ga sulit jika lawanya 5 orang bukan 9orang malah seru banget jika lawanya sepadan bukan dikasih tim 4orang dongok lawanya penjoki rip akal sehat #player solo;),1,2026-07-26 11:27:04
meskipun kadang buat stres tapi seru,5,2026-07-26 11:25:17
game ini sangat ramah dan mainnya gak bikin bosen apalagi ketika Mabar sama temen behh.. enak pokoknya,3,2026-07-26 11:22:22
"JANGAN DOWNLOAD GAME INI MENDING HOK, server gk jelas, pembagian team yang gakk setara, game idiot",1,2026-07-26 11:22:18
"Game ga adil, pembagian tim tidak seimbang",1,2026-07-26 11:19:54
"Game nya baguss, namun sebagian ada yang drag sistem, tapi okey game nya juga gak terlalu kikir",5,2026-07-26 11:18:15
"game kebanyakan bocil lawak,banyak draksistem game apaan kek gini,di report masih nunggu berproses udah jelas"" tuh orng draksistem hapus aja game kek gini lawak",1,2026-07-26 11:18:15
game dengan matchmaking buruk!!! seolah2 olah yang menentukan win sistem bukan play game!!! sering lag di late game padahal jaringan bagus!! semoga sistem nya di perbaiki!! bahkan saya sudah tidak percaya dengan kompetisi game ini!!,1,2026-07-26 11:15:17
susah,5,2026-07-26 11:12:58
"gara ml gua dapet temen banyak makasih monton boleh lah 50k dm nya kiw""",5,2026-07-26 11:12:57
jaringan bagus dibilang jelek ini sangat mengganggu mana saat war ngeleg jaringan nya gerak dikit lag mana di rank,5,2026-07-26 11:10:20
"saya sarankan pemain ml segera pensi, karena MATCHMAKING MANIPULASI",1,2026-07-26 11:09:32
bagus lahh seru juga tapi sekarang mahal mahal skin nya dan jarang yg gratis padahal waktu tahun 2024 pas udah selesai main 2 kali atau beberapa kali dapet skin sekarang beda lebih suka yg dulu,4,2026-07-26 11:09:19
moonton tolong lah kalo ngasih server yang jelas gua cape,5,2026-07-26 11:09:06
lag bngt setiap main bngst,1,2026-07-26 11:08:04
tolong berikan lingkungan yg adil yah saya udh hampir sepuluh kali bilang tapi tidak di tanggapi tolong lah yah moonton gk ada masalah nya sama jaringan tapi tolong berikan lingkungan yg adil terimakasih,1,2026-07-26 11:06:16
"gua top up diamond pakai dana,uang sudah masuk tapi dm nya gak ada tolong kembaliin uang ku tonn montonn",1,2026-07-26 11:03:48
tolong batasi umur pemain banyak bocah yang bermain game ini,1,2026-07-26 11:03:15
"gamenya seru bgt, tabrakan gw ama top global",5,2026-07-26 11:03:00
md aku kasih rating 8/10,4,2026-07-26 11:02:58
tolong dong yang mode offline semua hp bisa ada levelnya,4,2026-07-26 11:01:37
gemnya bagus tetapi orang umur10/7 aku mohon monton kami cape,5,2026-07-26 11:00:56
"ton ton bisa"" lagi loding screen game lu malah nge frez mana lagi main rank kredit skor jdi turun dah ini",2,2026-07-26 10:59:09
bagus tapi saya selalu bertemu dengan yang afk dan ngak ngerti cara main nya tolong di kasi peringatan,5,2026-07-26 10:57:50
kasih tim yang bener bbi,1,2026-07-26 10:55:41
"sistem pembodohan, sistem rusak, dari dulu maen ketemu tim kadang sehat kadang tolol minimal seimbangin laa dongo!!! game rusak",1,2026-07-26 10:54:56
balikin waktu akuu anjingggg,1,2026-07-26 10:54:23
"menang kalah terussss buang2 waktu aja.abis menang 1x kalah 2x. satu hal lagi buat pembagian tim makin parah.makin sini bukan makin seru,malah makin jelek.parah",1,2026-07-26 10:54:18
game burik,5,2026-07-26 10:52:56
tambah lama g tambh bgus Mlah isinya tim bot mlu lama² JD sepi lu moonton,1,2026-07-26 10:50:20
"matchmaking gak masuk akal gak sesuai role, bahkan palyernya layaknya bot, hightier pun gak luput dapet macth yang gak sesuai role yg di pilih, benar2 sangat merugikan player",1,2026-07-26 10:49:27
game nya bagus tapi minusnya sinyalnya bagus tapi berubah jadi ping suka ngebug tim afk semu pernah ketemu tim yg 4 nya afk semua monton tolong di perbaiki kadang ketemu map hack cheat damage one hit padahal musuh nya lvl 1 tapi damage nya gak ngotak tolong perbaiki ya MONTOON,2,2026-07-26 10:49:05
terima kasih atas kemenangan yang kau beriikan,5,2026-07-26 10:46:56
ngasih tim sama musuh yang ngotak dong monton ga setara bet ngasih musuhnya,2,2026-07-26 10:45:04
bagus banget udah main ml sejak 2023 tapi sering ketemu tim ngetroll coba dong moonton orang yang ngetroll langsung kasih peringatan 1 2 3 bulan atau lebih,5,2026-07-26 10:44:52
Masak iya maen game los streak trus udah 10X kagak di kasih menang sama sekali selalu dapet tim ampas. dan parahnya saat maen damage kagak berasa sepertinya game ini sudah di setting contohnya saya sendiri kenak dark sytem. jelek banget ML sekarang,2,2026-07-26 10:44:08
"ml jelek, padahal wifi lancar"" aja tapi kalo main ml lag",1,2026-07-26 10:42:45
ini game bikin stres anak saya tolong ini hapus aja game nya,1,2026-07-26 10:41:40
"aku kecewa banget hai developer, padahal aku udah kumpulin lucky point untuk Aurora summon, trus dapet skin greenflash Layla tapi karna udah punya skin itu, katanya diganti rare skin fragments 250×, tapi udah berhari"" masih ga masuk 🥹 mogok ml aku!!",3,2026-07-26 10:41:39
apa apaan gabisa login via monton,1,2026-07-26 10:41:31
"gem burik isinya drak sistem masak iya 400 pertandingan nyestak epic sama lejen,padahal kawan aku dah Sampek Mawi cuma 89 pertandingan Mendi main gem hok daripada main ml",4,2026-07-26 10:41:03
Seru....... Banget Aku pangen mengucapakan Tuempekkkkkkkk saat kalah,5,2026-07-26 10:39:51
sering terjadi mslah jaringn,1,2026-07-26 10:39:43
benerin dulu matchmakingnya,1,2026-07-26 10:37:29
"game nya gak jelas kbnyakan yg main Boca yang g ngerti, Uda gitu kalau di report krna beban malah gak kena pelanggaran",1,2026-07-26 10:37:21
min!! Tolong dong Revem skin Selena Thunder Flash Lockybox nya Bosen efek skin nya itu itu aja,4,2026-07-26 10:36:15
woo game nya seru banget gameplay nya baguss Hero nya banyak,5,2026-07-26 10:35:54
game ini bikin stress,1,2026-07-26 10:35:40
game bagus tapi kasi lawan yang keras 💀💀💀🤝,5,2026-07-26 10:35:33
knp ini setiap main ml mesti ada hubungkan hubungkan,1,2026-07-26 10:34:51
"apa jadinya jika owe memberikan saran untuk papi montoon tercinta supaya mlbb memiliki fitur barter nahhhh di fitur itu kita bisa barter skin,Hero,emote, recall,efek spawn dan lain lain dgn syarat barang yg kita barter itu memiliki poin koleksi yg sama misalnya gua chou kof barter dgn player lain dgn guin kof atau skin collector kan bagus kalau ada fitur kyk begituan",4,2026-07-26 10:34:51
game bagus playernya juga ramah,5,2026-07-26 10:33:57
tolong jgn suka kasih tim bapuk,5,2026-07-26 10:33:00
game rusak banyak dari sistem bot team sistem rusak kaga jelas banyak cheater lol,1,2026-07-26 10:32:42
sampai sekarang jaringannya gak benar padahal saat gua main ff atau pubg aman aman aja bikin emosi aja nih game,1,2026-07-26 10:32:37
game gila,1,2026-07-26 10:30:50
GAME BABI INI,1,2026-07-26 10:29:57
"game kocakk main mulai isya sampe subuh bintang ga nambah jg gak kurang,gitu aja tiap hari.buang""waktu",2,2026-07-26 10:28:58
game buruk dari tadi saya ls mulu gk dikasih menang nih game mending jangan di download,1,2026-07-26 10:28:31
sangat kecewa los streak tersu,1,2026-07-26 10:27:39
Jaringan ngelek btul gak ngotak betul aneh,1,2026-07-26 10:27:18
sinyal lu perbaiki gblok tll,1,2026-07-26 10:26:53
P aja,5,2026-07-26 10:26:42
mantap,5,2026-07-26 10:25:21
"Hilangin bocil"" plis",5,2026-07-26 10:21:59
matchmaking gajelas,1,2026-07-26 10:18:57
game bagus tapi banyak yang ngetroll,3,2026-07-26 10:18:50
"dasarr gamee apaan si timnyaa g bisa main, musuhnya ke prolayer gimna dah, ngasih tim yang seimbang niat bikin game g si moonton plis lah gw juga pengin imo, TPI dpet tim gjlas teruss aplah kadang midnya kadang roamnya kadang goldanenyaa kadang expinyaa gmn si tolong lah",1,2026-07-26 10:18:45
lu Maya enak si di maenin tapi kadang kalo lagi login kadang kaga bisa lama banget,1,2026-07-26 10:18:39
"selalu dikasih lawan yang susah walaupun mvp terus, banyak tim bot kalau main solo",1,2026-07-26 10:18:13
Makin lemot,1,2026-07-26 10:17:29
parah banget sih lu montoon lagi enak2 war malah tiba2 keluar sendiri masuk lagi gk bisa parah bgt sumpah,1,2026-07-26 10:16:40
"aku menyukainya tetapi,saya tidak menyukai saat bug, pas saya mangalah kan lawan. mengapa saya yang mati?.itu aneh sekali...",4,2026-07-26 10:16:39
gam setingan @nj9 dapet tim bot semua PP blur gam scam sejauh ini gw kecewa bet si mau gw di server indo sama di server luar sama aj main Cl full ws pas main Reng full ls setingan nya itu loh Ama sistem lu ton aduh kecewa asli gw aj main ni gam sampe hampir ilang akal sampe ke psikolog gw buat terapi gara gara gam lu,1,2026-07-26 10:16:25
game konyol,1,2026-07-26 10:16:06
game asu bukan penghilang stres malah tambah stres,1,2026-07-26 10:15:55
"matching classic lama banget, death game",1,2026-07-26 10:15:28
tolong skin legend dan lainnya digratiskan,5,2026-07-26 10:15:10
timnya jelek mulu main nya buta map,1,2026-07-26 10:14:28
𝙜𝙖𝙢𝙚 𝙞𝙣𝙞 𝙨𝙖𝙣𝙜𝙖𝙩 𝙢𝙚𝙣𝙮𝙚𝙣𝙖𝙣𝙜𝙠𝙖𝙣 𝙩𝙖𝙥𝙞 𝙜𝙖𝙠 𝙗𝙞𝙨𝙖 𝙥𝙞𝙡𝙞𝙝𝙖𝙣 𝙤𝙛𝙛𝙡𝙞𝙣𝙚,5,2026-07-26 10:14:26
gw suka grafik game soalnya mudah dan anak anak juga bisa main gk kayak game sebelah fomo buat,5,2026-07-26 10:13:35
"Tolong ciptakan hukuman yang sangat berat bagi player player yang tidak bermain sesuai role , tolong perbaiki draft match agar jangan memberikan tim yang tidak bisa main, karena sangat merugikan waktu",1,2026-07-26 10:12:12
"game ini menurutku ga guna mending hapus malah pelit skin Hero,padahal Hero yang lama masa ga dikasih plus rank nya ga diperbaiki mana dapat tim troll terus terus event nya kadang pelit kadang ga menarik aku berharap game ini hapus atau perbaiki kesalahan",1,2026-07-26 10:11:32
"Kerjaaan ny bikin skin doang, Urusan MATCHMAKING sampah, hukuman player ga bikin jera orang yang ga niat main di Rank, MVP di tim yang kalah tetap hilang bintang kerja keras main serius ga di hargai, orang yang ga niat main malah di lindungi dan di manjakan, memang harus jadi pro player dulu ya biar MATCHMAKING nya bagus, Baca nih, jangan cuma pengen cari duit nya aja dari skin sama diamond, mata duitan",1,2026-07-26 10:11:29
montoon plis tolong kenapa habis ws mesti langsung LS.ws 2kali Ls 4kali gak adil lah,1,2026-07-26 10:11:20
i like this game,5,2026-07-26 10:08:14
game nya keren,5,2026-07-26 10:07:39
game ya makin jelek,1,2026-07-26 10:07:25
game nya bikin orang stress nambah streess,5,2026-07-26 10:06:28
seru bgt,5,2026-07-26 10:04:54
susah bet naik mitik GAME KUTUKAN UNTUK PEMULA,1,2026-07-26 10:04:36
saran gw kalo udh menang 2 kali mending lanjut besok🥰kalo ga sehari bisa menderita🥰💜,1,2026-07-26 10:04:20
"ini sistem moonton rusak atau bagaimana? lawan saya terlalu berat,tidak setara rank musuh dengan rank tim saya (jika tidak segera di perbaiki mending saya download honor of kings)",5,2026-07-26 10:03:59
tolong beriakan tim yang adil,1,2026-07-26 10:03:48
mantp,5,2026-07-26 10:03:47
permainan yang seruh dan seruh banget,5,2026-07-26 10:01:03
ga jelas pas relog gabisa kembali ke in game malah stuck di loby benerin dong buang buang credit skor doang dan pas game nya menang tidak dapat bintang nyusahin banget,1,2026-07-26 09:59:55
seruu bangett siii😍😍,5,2026-07-26 09:59:47
Tambah lag setelah update?,3,2026-07-26 09:59:24
the best,5,2026-07-26 09:58:52
"tolong di benerin mactmaking nya ton nonton.. dan lihat di game nya terlalu gk seimbang kadang""..terlalu banyak BOT yang masuk dan menjadikan game nya terlalu membosankan dan menjengkelkan..seimbangkan dari poin rank biar game nya seimbang",2,2026-07-26 09:58:02
aplikasi nya GK sebagus dulu banyak curangnya dari pengembangnya,1,2026-07-26 09:57:51
tolongg lh Moonton sayaa mainn rank kalahh terusss masalahnya ada di tim gak adil banget pokoknya tim saya gak bisa main sedangkan tim musuh jago jago sayaa capekk bangett kalahh muluu jadii tolong lah moonton beri musuh yangg adil lah capekk kalahh teruss rasanya ingin saya hapus ini game MLBB,1,2026-07-26 09:56:11
"matchmaking ngga masuk akal, mikirw lah kasi lawan dan tim lu moontonn",1,2026-07-26 09:54:59
Revamp skin beneddetta Collector Dong udah tipis bet efek nya kalah ama skin covenant yg murah,5,2026-07-26 09:54:26
Good,5,2026-07-26 09:53:57
"main cuma kebagian kalah doang , begini rasanya jadi npc............",4,2026-07-26 09:53:50
"Moonton tolong lah magic dust nya seenggaknya buat bisa di tuker sama kupon atau poin kek, gaguna anjirr. udh hampir 75rb magic dust gua ga kepake samsek. sama Lucky spin juga itu batu ga guna lgi anjirrr udh seratus lebih di gua ga kepake",4,2026-07-26 09:53:48
"macthmaking aneh, laporan lamban",1,2026-07-26 09:52:16
PLEASE COLLAB WITH DANDADAN!!!,5,2026-07-26 09:51:36
lama lama main ni game kaga ada nambah bintang di kasih tim kaya sampah mulu,1,2026-07-26 09:50:34
kenapa saat saya ingin naik rank menag kalah menag kalah terus menerus,1,2026-07-26 09:50:00
KENAPA KASIH SAYA MUSUH YANG SUSAH,1,2026-07-26 09:49:33
"sangat bagus game terpercaya dan menghibur, pokonya the besst",5,2026-07-26 09:48:09
game busuk ngasih tim ga bener aja,1,2026-07-26 09:47:16
Setelah update kok malah makin ngeleg setiap war sebelumnya aman aman ajah sekarang malah makin parah ajah nih.,4,2026-07-26 09:46:24
game sampahh,1,2026-07-26 09:41:43
makin lama makin jelek game nya ngeleg parah lagi,1,2026-07-26 09:39:55
"main solo susah menangnya main 5 kli menang cuma 1 kli bnyak ngetrol nya,,,,masa team mainya ke anak TK biasanya mm, hyper,xp",2,2026-07-26 09:37:52
suka tapi yg ga suka nya bikin kesel padahal setiap hari main ini tau nya yg naik satu bintang yg turun 4 bintang kesel bnget,3,2026-07-26 09:36:46
moonton kikir,1,2026-07-26 09:36:07
game mantap,5,2026-07-26 09:35:20
ram nya kecilin lagi min berat bet untuk HP saya yg kentang ini😭😭😭,5,2026-07-26 09:33:34
"game bikin stres ngasi tim ga ngotak bikin males buat login, gua uninstall aja lah banyak game lain kok",3,2026-07-26 09:33:27
game tolol,1,2026-07-26 09:32:56
jaringan nggk jelas pdahal warna hijau,1,2026-07-26 09:32:37
jelek banget sekarang bugnya. Tiba-tiba nge yang terus gk bisa masuk lagi. padahal biasanya gk kek gitu,1,2026-07-26 09:32:11
"Game gajelas di kasih tim yang rank nya jauh banget sya rank tertinggi glory an, tpi pas awal season di kasih tim rank tertinggi nya cuma epic 3 gimana ga setres 🥺",1,2026-07-26 09:32:00
"Game anehh, main solo rank mytic 15 ketemu lawan 3 honor 38, sedangkan timku dibawah honor semua, malahan 1 legend, ni game makin ancurr",1,2026-07-26 09:31:47
unistal aja nih game gaes. gak guna sumpah udah duit habis tenaga habis buat nih game. tapi hasilnya nol. padahal aku top up banyak banget hampir kolektor Sultan. tapi ngak tau kenapa yang buat nih game ngerasa ngak bersyukur. padahal uang dia yang dapat apa susahnya kasih tim yang jago ngapa tim musuh jago semua. sedangkan tim aku kayak baru main ml.,1,2026-07-26 09:31:33
monton kasih drak sistem mulu capek gua emosi dan gak kasih skin gratis lagi,1,2026-07-26 09:31:19
"moontoon tolong buat fitur perlindungan bintang untuk orang yang mainnya hebat tapi timmnya kalah,sering banget udah gendong gendong tapi kalah bintang ngurang itu gaenak banget TOON🫩 gua kasih bintang 3 dulu sementara",3,2026-07-26 09:30:18
kasih tim yg waras Napa,1,2026-07-26 09:30:11
ketemu dark sistem terus kalo mau naik legends,1,2026-07-26 09:29:35
"game jelek, minimal benerin dlu matching nya bukan di banyakin skinnya hadeh",1,2026-07-26 09:29:18
"game gj,dapat tim dark sistem trus",1,2026-07-26 09:28:17
game tolol,1,2026-07-26 09:28:13
"game ga jelas ini ga tau gua dah ngeluh berapa kali,machmaki ga adil dari dulu sampe sekarang,di kasih tim itu itu aja dah 2 hari gua lose mulu gagal naik mytic dari kemarin nge stuck di legend karna dark sistem game ga jelas cok cok,katanya main biar ga stres nyatanya cuma tambah stres aja",1,2026-07-26 09:27:45
game ini bagus sekali,5,2026-07-26 09:27:32
"matching ga seimbang, rank ga rata, masih banyak cheater, masih banyak bot, aneh bgt honor bisa ketemu legend, sedangkan musuhnya full glory, main solo ketemu duo atau trio harusnya solo ya solo, masih banyak yang suka troll dan hukumannya ringan bgt, gajelas",1,2026-07-26 09:25:46
sayakuka,5,2026-07-26 09:25:29
lag suka ngebuff,1,2026-07-26 09:22:56
server benerin kampung masa beda pulau aja nvelag kampung2,1,2026-07-26 09:22:52
montonnnn tolong lahh kalau kasih lawan yang bener lahhh,1,2026-07-26 09:22:29
sistem macking yang gak adil malasss main lagi,1,2026-07-26 09:22:24
SAYA SELALU LOST STREK ANJI**,1,2026-07-26 09:22:06
game ngnetod,1,2026-07-26 09:21:45
matchmaking sekarang ancur parah.. selalu dapet tim gak jelas,1,2026-07-26 09:21:27
seru tida membosan kan,5,2026-07-26 09:20:41
aku kecewa karena kalah terus aku ingin leged tapi kalah terus !!!!!!!!!!!!!!!!,1,2026-07-26 09:20:11
"minimal ngasih tim yang bener ton monton, jangan musuhnyaa aja yang bener tim jga yang bener atuh ton monton",1,2026-07-26 09:19:50
gem rusak rusak,1,2026-07-26 09:19:18
"bagus banget kak, seru lagiiii",5,2026-07-26 09:18:43
"game nya padahal bagus, TPI kalo maen mode rank selalu dikasi tim beban dan selalu musuh yang jago GG montonn",3,2026-07-26 09:17:09
permainan tidak seru mayak yang citer bayak yang serakah aku gak mau gem ini jelek aku gak suka gem ini kualitas jelek 👹👺👹👺,1,2026-07-26 09:17:05
"maaf sebelumnya moonton tolong perbaiki sistem dalam matchmaking dikarenakan hal tersebut saya kalah dalam match 10x jujur sebenarnya mobile lagends adalah game seru tapi tolong perbaiki sistem tersebut, terimakasih",4,2026-07-26 09:15:16
kerennn kelas tunnnnn,5,2026-07-26 09:14:30
game rusak,1,2026-07-26 09:13:03
Bisa di bilang game paling seru dan menarik,5,2026-07-26 09:11:08
kalau bisa kasih tim yang normal dikit dong moonton capek gw bro,1,2026-07-26 09:10:47
"ok lah... sekarang udah gk terlalu kikir, tapi kasih tim yg bener lah, dikira gw gak cape ngeliat mm maju² kagak jelas terus mati 10 kali",3,2026-07-26 09:10:47
kangen akun lama,5,2026-07-26 09:08:43
Matchmaking ga jelas dapet tim poke mulu sial tim sendiri pada baru naik mythic ketemunya imo 400 gila lama lama main ni game,1,2026-07-26 09:07:14
"sinyalllll ndes Tek mu pie maksude wifi apik"" sinyal mleset",1,2026-07-26 09:06:52
game ini sangat menghibur apa lagi kalau lagi gabut,5,2026-07-26 09:06:40
game rusak..gak pernah dapat tim bagus..pasti darksystem..GK adil monton,5,2026-07-26 09:06:15
"game g jelas ajg, ngelag trs",1,2026-07-26 09:06:03
game nya bagus bgt pertengkatkan lagi ya moonton izinn:),5,2026-07-26 09:03:53
"apaa apaan mentok di loading screen , tapi ini kejadian ga sekali doang tapi berurutan padahal aku pake wifi+kuota itupun garis nya full semua batre jugaa full",1,2026-07-26 09:02:57
"game sampah, banyak dark sistem, Matchmaking nya selalu tidak adil , sampah",1,2026-07-26 09:02:40
game nya seru banget aku sampai ketagihan mainnya,5,2026-07-26 09:02:09
saat di download tidak bisa,1,2026-07-26 09:01:41
"benerin, pertandingan di temukan tapi gk bisa masuk, game oon",1,2026-07-26 08:58:42
jangan mainnin gem ini kalo ga mau stres,1,2026-07-26 08:58:19
"elok, lan nggumunakke sanget",5,2026-07-26 08:54:18
monton plis ke-i aku satu bintang plosa monton cuma mau naik ke epic😭,3,2026-07-26 08:53:54
game GK becus rating 1/10 bad,1,2026-07-26 08:53:27
"game rusak isinya bug jaringan mulu giliran realog aja malah ga masuk ke battle game nya, kolaborasi di banyakin giliran bug di anggurin",1,2026-07-26 08:51:29
"jelek!! aku disconnect tapi gak bisa join pertandingan lagi, malah di lobi terus sampe pertandingan nya siap. 👎👎👎",1,2026-07-26 08:50:44
"draft cacat gajelas, tier atas setemu tier bawah, kekurangan player kah developer??? lawak banget",1,2026-07-26 08:50:06
"matchmaking selalu ga adil, team ga ada yang immortal malah ketemu musuh immortal, top global lagi. sampah banget asli. terus di in game padahal udah ikutan nge bantu, malah ga dapat assist sama sekali, bikin rugi doang jadinya. berkali kali kayak gini, ga usah bikin game kalo ga bisa adil sesama player nya.",1,2026-07-26 08:48:42
banyak dark system,1,2026-07-26 08:48:41
tolong di perbaiki karena akun saya hilang saya juga tidak penyebab nya apa tolong di perbaiki ya mooton,1,2026-07-26 08:46:36
"suka nya sukaa bgt sihh seru, walaupun gw gak terlalu tau banyak dari game ini ya oke lah Yap udah itu aja",4,2026-07-26 08:45:15
"jujur game nya bagus banget, terus gampang menang, lalu aku dapat tim yang sepadan sama musuh,sampai sampai kalau sepupu ku kesini aku selalu main bareng sama dia, pokoknya seru banget, sampai ketagihan, kalau mau dapet skin juga peluang nya besar, skin gratis aku sering dapat dan bangus lagi, pokok nya bagus banget👍🏻👍🏻",5,2026-07-26 08:44:45
banyak kali kendala jaringan ininya game vvk inimah,1,2026-07-26 08:44:24
saya menyukainya,5,2026-07-26 08:43:20
"pink nya slalu merah pdhl sinyal di sini nya bagus, tolong deh perbaiki",1,2026-07-26 08:42:58
"GUA 70+ MATCH DAPET TIM AMPAS, TAPI TIM MUSUH BAHKAN ADA YANG MANTAN GLORY, TOLONGGG BANGET DI SEIMBANG KAN KOMPOSISI TIMNYA/SISTEM MATCHMAKING BIAR PEMAIN MOBILE LEGEND SEMAKIN RAMAI DAN BETAH BERMAIN MOBILE LEGEND 🙏",4,2026-07-26 08:42:57
game yang sangat kont,1,2026-07-26 08:42:37
anj bngt bkn kesel😇,1,2026-07-26 08:41:12
tolong oerbaikin lagi server nya soal nya saya sering stak di loding habis drafpikc klo 1/2× gapapa tapi ini ber kali kali sering bangetvloh ngurang truss skor kredit saya tolong perbaikin lagi ya server nya,2,2026-07-26 08:40:39
PLEASE NERF GORD MOONTON DIA PUNYA DAMAGE SUDAH GA NGOTAK!.,1,2026-07-26 08:38:37
mantap muntun,5,2026-07-26 08:37:58
"moonton ga adil, masa tim sendiri dikasih bot sedangkan musuh dikasih team jago, ga adil, + pas dapet star protection udah di aktifkan tapi tetep ngurang bintangnya, balikin legend 3!!",1,2026-07-26 08:37:31
"game ini sekarang kog rusak disconnect sendiri udah di relog berulang kali,hapus apk download lagi masi sama,,posisi mabar sama temenku uda in game.aku ga masuk in game",1,2026-07-26 08:37:02
gk rekomendasi,1,2026-07-26 08:36:58
game ramah,1,2026-07-26 08:35:13
epic sedunia,5,2026-07-26 08:33:48
game kurang rekomended 3/10 . main game ko di atur siapa yg menang dengan cara di bikin lag jaringan kalo gk di kasih tim dark sistem ??,5,2026-07-26 08:32:33
"benerin bug server buat tim apa lawan sepadan jangan berat sebelah,ada beberapa Hero yang harus di nerf contohnya:sun,Angela dll",2,2026-07-26 08:32:26
"bagus sih gamenya, tpi kusarankan jangan main ini... karena bikin mental down, selain habisin waktu",1,2026-07-26 08:30:10
ga masuk akal gila,1,2026-07-26 08:29:59
banyak bot Ai nya,4,2026-07-26 08:29:35
perbaiki lah bug jaringan nya masa main jaringan nya merah terus,3,2026-07-26 08:28:25
5 jan gue main ml gak ada bintang gue yang naik gak ada yang turun menang kalah terus anjir balikin waktu gue yang 5 jam itu moonton,1,2026-07-26 08:27:25
"ini game seru, tapi kalau ngasih tim yang bener lah lagi los streak ini😭",4,2026-07-26 08:26:44
omg i not have diamonddd,5,2026-07-26 08:25:15
"laporan digamenya gak didenger. tim tidak seimbang monton tidak seimbang. tim lawan lebih jago tim gua beban, minimal tim lawan sama tim gua seimbang ex honor ketemu ex honor. walaupun kalah jika permainan seimbang itu sangat menyenangkan.",1,2026-07-26 08:24:47
"benerin dulu sistem game nya, masak main di honor awal season ketemu mawi+dark sistem",1,2026-07-26 08:22:44
"kirain bakal seru,ehh bikin stres",1,2026-07-26 08:22:30
game bosok banyak cheater,1,2026-07-26 08:22:09
game paling gajelas didunia jingkontodsu,1,2026-07-26 08:21:36
bagus,5,2026-07-26 08:20:47
gg seru amat,5,2026-07-26 08:20:02
"jaringan bagus tp lag mulu, kocak.",1,2026-07-26 08:18:20
apk nya keren banget,5,2026-07-26 08:18:10
"game ini harus di perbarui, gua pemain solo sangat sulit naik rank, musuh mantan glory tim gua baru naik legen, bintang satu dulu, bulan ini 1 bintang aja sangat sulit naik,",1,2026-07-26 08:18:01
"Bosan, permainan tidak pernah sesuai tidak ada keseimbangan bermain belum lagi lag nya terlalu parah padahal untuk yang lain jaringan aman",1,2026-07-26 08:16:03
game bagus,4,2026-07-26 08:14:20
"kasih tim yang betul woi, bot mulu lo kasih, sampah ni aplikasi",1,2026-07-26 08:14:00
bagus banget monton gif aku skin Kagura exorsis,5,2026-07-26 08:13:31
"ml burik,masa aku baru masuk ke game langsung di keluarkan,pdhl bntr lagi imo(boonk)",1,2026-07-26 08:12:50
"game gajelas, padahal jaringan bagus malah pas main ngeleg""",1,2026-07-26 08:12:37
game seru tapi bikin darah tinggi,3,2026-07-26 08:12:10
kalo dikasi ls trus aku uninstal,4,2026-07-26 08:09:03
saya pemain glo kok gloo saya pas ulti gak masuk ke Hero lawan Mala di Diam di tempat saya saja gak mengerti kenapa kok bisa diam di tempat jaringan saya saya aja bagus lancar ini kenapa coba kasi penjelasan ko bisa gitu ?,5,2026-07-26 08:07:36
seru bener,5,2026-07-26 08:07:27
